Geografi,År,Kjønn,Alder,Sykdomsgruppe,Måltall,value
Nome,2017,menn,25-44 år,Skader,"per 1000, standardisert",128.692079867325
Nome,2017,menn,45-74 år,Skader,"per 1000, standardisert",102.729378031807
Nome,2017,menn,45-64 år,Skader,"per 1000, standardisert",107.920787548112
Nome,2017,menn,65-74 år,Skader,"per 1000, standardisert",90.099619181641
Nome,2017,menn,75-79 år,Skader,"per 1000, standardisert",72.3408072794694
Nome,2017,kvinner,0-74 år,Skader,"per 1000, standardisert",90.8542736592959
Nome,2017,kvinner,0-44 år,Skader,"per 1000, standardisert",95.3933919388444
Nome,2017,kvinner,0-24 år,Skader,"per 1000, standardisert",96.3262786637119
Nome,2017,kvinner,0-14 år,Skader,"per 1000, standardisert",79.6417463731499
Nome,2017,kvinner,15-24 år,Skader,"per 1000, standardisert",114.670095344578
Nome,2017,kvinner,25-44 år,Skader,"per 1000, standardisert",96.6728857246748
Nome,2017,kvinner,45-74 år,Skader,"per 1000, standardisert",86.5973029646277
Nome,2017,kvinner,45-64 år,Skader,"per 1000, standardisert",79.774137225942
Nome,2017,kvinner,65-74 år,Skader,"per 1000, standardisert",102.352069171423
Nome,2017,kvinner,75-79 år,Skader,"per 1000, standardisert",116.96280385756
Nome,2018,kjønn samlet,0-74 år,Skader,"per 1000, standardisert",96.9301305254312
Nome,2018,kjønn samlet,0-44 år,Skader,"per 1000, standardisert",96.2077987121055
Nome,2018,kjønn samlet,0-24 år,Skader,"per 1000, standardisert",95.8263193711012
Nome,2018,kjønn samlet,0-14 år,Skader,"per 1000, standardisert",86.6655757015512
Nome,2018,kjønn samlet,15-24 år,Skader,"per 1000, standardisert",106.461217361429
Nome,2018,kjønn samlet,25-44 år,Skader,"per 1000, standardisert",99.7259760272269
Nome,2018,kjønn samlet,45-74 år,Skader,"per 1000, standardisert",97.343475773522
Nome,2018,kjønn samlet,45-64 år,Skader,"per 1000, standardisert",102.704561179207
Nome,2018,kjønn samlet,65-74 år,Skader,"per 1000, standardisert",84.8693891739269
Nome,2018,kjønn samlet,75-79 år,Skader,"per 1000, standardisert",77.8656084526322
Nome,2018,menn,0-74 år,Skader,"per 1000, standardisert",107.093966223105
Nome,2018,menn,0-44 år,Skader,"per 1000, standardisert",112.929226554536
Nome,2018,menn,0-24 år,Skader,"per 1000, standardisert",108.329566654169
Nome,2018,menn,0-14 år,Skader,"per 1000, standardisert",97.6743139121475
Nome,2018,menn,15-24 år,Skader,"per 1000, standardisert",121.134096612416
Nome,2018,menn,25-44 år,Skader,"per 1000, standardisert",123.013973556939
Nome,2018,menn,45-74 år,Skader,"per 1000, standardisert",97.9964759971854
Nome,2018,menn,45-64 år,Skader,"per 1000, standardisert",104.627713179252
Nome,2018,menn,65-74 år,Skader,"per 1000, standardisert",82.1034581355542
Nome,2018,menn,75-79 år,Skader,"per 1000, standardisert",77.9397606671085
Nome,2018,kvinner,0-74 år,Skader,"per 1000, standardisert",86.2365578843141
Nome,2018,kvinner,0-44 år,Skader,"per 1000, standardisert",78.3019988278582
Nome,2018,kvinner,0-24 år,Skader,"per 1000, standardisert",82.4820416139661
Nome,2018,kvinner,0-14 år,Skader,"per 1000, standardisert",74.8724631562598
Nome,2018,kvinner,15-24 år,Skader,"per 1000, standardisert",90.8545717940171
Nome,2018,kvinner,25-44 år,Skader,"per 1000, standardisert",75.107624241527
Nome,2018,kvinner,45-74 år,Skader,"per 1000, standardisert",96.6101885804652
Nome,2018,kvinner,45-64 år,Skader,"per 1000, standardisert",100.601535376842
Nome,2018,kvinner,65-74 år,Skader,"per 1000, standardisert",87.6511070536043
Nome,2018,kvinner,75-79 år,Skader,"per 1000, standardisert",77.8682840180578
Nome,2019,kjønn samlet,0-74 år,Skader,"per 1000, standardisert",100.62607352977
Nome,2019,kjønn samlet,0-44 år,Skader,"per 1000, standardisert",103.753184048055
Nome,2019,kjønn samlet,0-24 år,Skader,"per 1000, standardisert",109.613500956304
Nome,2019,kjønn samlet,0-14 år,Skader,"per 1000, standardisert",100.631006885112
Nome,2019,kjønn samlet,15-24 år,Skader,"per 1000, standardisert",120.079370730726
Nome,2019,kjønn samlet,25-44 år,Skader,"per 1000, standardisert",99.4761841034127
Nome,2019,kjønn samlet,45-74 år,Skader,"per 1000, standardisert",96.4580419325594
Nome,2019,kjønn samlet,45-64 år,Skader,"per 1000, standardisert",100.201144954658
Nome,2019,kjønn samlet,65-74 år,Skader,"per 1000, standardisert",87.7449408238208
Nome,2019,kjønn samlet,75-79 år,Skader,"per 1000, standardisert",111.353911431823
Nome,2019,menn,0-74 år,Skader,"per 1000, standardisert",111.162894948007
Nome,2019,menn,0-44 år,Skader,"per 1000, standardisert",115.832957715167
Nome,2019,menn,0-24 år,Skader,"per 1000, standardisert",111.28765578147
Nome,2019,menn,0-14 år,Skader,"per 1000, standardisert",88.7696290859564
Nome,2019,menn,15-24 år,Skader,"per 1000, standardisert",138.340560241754
Nome,2019,menn,25-44 år,Skader,"per 1000, standardisert",125.84760854458
Nome,2019,menn,45-74 år,Skader,"per 1000, standardisert",103.358832282722
Nome,2019,menn,45-64 år,Skader,"per 1000, standardisert",107.229647805433
Nome,2019,menn,65-74 år,Skader,"per 1000, standardisert",94.1485087312569
Nome,2019,menn,75-79 år,Skader,"per 1000, standardisert",128.231892401761
Nome,2019,kvinner,0-74 år,Skader,"per 1000, standardisert",89.585324166276
Nome,2019,kvinner,0-44 år,Skader,"per 1000, standardisert",91.010030460122
Nome,2019,kvinner,0-24 år,Skader,"per 1000, standardisert",108.29867160611
Nome,2019,kvinner,0-14 år,Skader,"per 1000, standardisert",114.517980655974
Nome,2019,kvinner,15-24 år,Skader,"per 1000, standardisert",100.629025947567
Nome,2019,kvinner,25-44 år,Skader,"per 1000, standardisert",71.7194947292858
Nome,2019,kvinner,45-74 år,Skader,"per 1000, standardisert",89.057849066729
Nome,2019,kvinner,45-64 år,Skader,"per 1000, standardisert",92.6203736829651
Nome,2019,kvinner,65-74 år,Skader,"per 1000, standardisert",80.9304031392818
Nome,2019,kvinner,75-79 år,Skader,"per 1000, standardisert",97.1941124332172
Nome,2020,kjønn samlet,0-74 år,Skader,"per 1000, standardisert",91.757263859465
Nome,2020,kjønn samlet,0-44 år,Skader,"per 1000, standardisert",89.2531286477635
Nome,2020,kjønn samlet,0-24 år,Skader,"per 1000, standardisert",98.1758453944564
Nome,2020,kjønn samlet,0-14 år,Skader,"per 1000, standardisert",98.0881809633245
Nome,2020,kjønn samlet,15-24 år,Skader,"per 1000, standardisert",98.1217695575884
Nome,2020,kjønn samlet,25-44 år,Skader,"per 1000, standardisert",80.5311810079414
Nome,2020,kjønn samlet,45-74 år,Skader,"per 1000, standardisert",94.1699348651185
Nome,2020,kjønn samlet,45-64 år,Skader,"per 1000, standardisert",99.428796880552
Nome,2020,kjønn samlet,65-74 år,Skader,"per 1000, standardisert",82.0451633473887
Nome,2020,kjønn samlet,75-79 år,Skader,"per 1000, standardisert",97.3923905658849
Nome,2020,menn,0-74 år,Skader,"per 1000, standardisert",98.8372804734134
Nome,2020,menn,0-44 år,Skader,"per 1000, standardisert",92.1906625712557
Nome,2020,menn,0-24 år,Skader,"per 1000, standardisert",96.9626862647519
Nome,2020,menn,0-14 år,Skader,"per 1000, standardisert",105.917103876553
Nome,2020,menn,15-24 år,Skader,"per 1000, standardisert",86.0038536058411
Nome,2020,menn,25-44 år,Skader,"per 1000, standardisert",89.0508091990203
Nome,2020,menn,45-74 år,Skader,"per 1000, standardisert",104.230430307596
Nome,2020,menn,45-64 år,Skader,"per 1000, standardisert",111.619088443456
Nome,2020,menn,65-74 år,Skader,"per 1000, standardisert",87.6330190482164
Nome,2020,menn,75-79 år,Skader,"per 1000, standardisert",103.077629728056
Nome,2020,kvinner,0-74 år,Skader,"per 1000, standardisert",84.3822423559928
Nome,2020,kvinner,0-44 år,Skader,"per 1000, standardisert",86.2432668500217
Nome,2020,kvinner,0-24 år,Skader,"per 1000, standardisert",99.8824953414375
Nome,2020,kvinner,0-14 år,Skader,"per 1000, standardisert",89.8699234829785
Nome,2020,kvinner,15-24 år,Skader,"per 1000, standardisert",112.241953647145
Nome,2020,kvinner,25-44 år,Skader,"per 1000, standardisert",71.6449039262261
Nome,2020,kvinner,45-74 år,Skader,"per 1000, standardisert",83.2910539905004
Nome,2020,kvinner,45-64 år,Skader,"per 1000, standardisert",86.5456709825584
Nome,2020,kvinner,65-74 år,Skader,"per 1000, standardisert",75.5193237305671
Nome,2020,kvinner,75-79 år,Skader,"per 1000, standardisert",93.4566254269499
Nome,2021,kjønn samlet,0-74 år,Skader,"per 1000, standardisert",90.0892215143505
Nome,2021,kjønn samlet,0-44 år,Skader,"per 1000, standardisert",88.9148733071122
Nome,2021,kjønn samlet,0-24 år,Skader,"per 1000, standardisert",98.222944690197
Nome,2021,kjønn samlet,0-14 år,Skader,"per 1000, standardisert",95.9312289204856
Nome,2021,kjønn samlet,15-24 år,Skader,"per 1000, standardisert",101.028969693912
Nome,2021,kjønn samlet,25-44 år,Skader,"per 1000, standardisert",79.6962300796423
Nome,2021,kjønn samlet,45-74 år,Skader,"per 1000, standardisert",90.9610368387644
Nome,2021,kjønn samlet,45-64 år,Skader,"per 1000, standardisert",94.5470888158382
Nome,2021,kjønn samlet,65-74 år,Skader,"per 1000, standardisert",83.0313966020182
Nome,2021,kjønn samlet,75-79 år,Skader,"per 1000, standardisert",80.6750051332906
Nome,2021,menn,0-74 år,Skader,"per 1000, standardisert",98.4044122912454
Nome,2021,menn,0-44 år,Skader,"per 1000, standardisert",95.9606944247056
Nome,2021,menn,0-24 år,Skader,"per 1000, standardisert",108.835926597567
Nome,2021,menn,0-14 år,Skader,"per 1000, standardisert",115.900594409321
Nome,2021,menn,15-24 år,Skader,"per 1000, standardisert",100.122141057406
Nome,2021,menn,25-44 år,Skader,"per 1000, standardisert",82.4895398039658
Nome,2021,menn,45-74 år,Skader,"per 1000, standardisert",98.8376044169969
Nome,2021,menn,45-64 år,Skader,"per 1000, standardisert",107.670106610268
Nome,2021,menn,65-74 år,Skader,"per 1000, standardisert",80.0922876014451
Nome,2021,menn,75-79 år,Skader,"per 1000, standardisert",99.7293157839982
Nome,2021,kvinner,0-74 år,Skader,"per 1000, standardisert",81.43996741671
Nome,2021,kvinner,0-44 år,Skader,"per 1000, standardisert",81.4794276177295
Nome,2021,kvinner,0-24 år,Skader,"per 1000, standardisert",87.0010366146848
Nome,2021,kvinner,0-14 år,Skader,"per 1000, standardisert",75.0351537218706
Nome,2021,kvinner,15-24 år,Skader,"per 1000, standardisert",103.053530039703
Nome,2021,kvinner,25-44 år,Skader,"per 1000, standardisert",76.450539332319
Nome,2021,kvinner,45-74 år,Skader,"per 1000, standardisert",82.3926066593507
Nome,2021,kvinner,45-64 år,Skader,"per 1000, standardisert",80.8322472563832
Nome,2021,kvinner,65-74 år,Skader,"per 1000, standardisert",86.1984914873786
Nome,2021,kvinner,75-79 år,Skader,"per 1000, standardisert",66.4064970790463
Nome,2022,kjønn samlet,0-74 år,Skader,"per 1000, standardisert",86.4972761342735
Nome,2022,kjønn samlet,0-44 år,Skader,"per 1000, standardisert",88.773246586134
Nome,2022,kjønn samlet,0-24 år,Skader,"per 1000, standardisert",102.901433420574
Nome,2022,kjønn samlet,0-14 år,Skader,"per 1000, standardisert",86.6134066591559
Nome,2022,kjønn samlet,15-24 år,Skader,"per 1000, standardisert",123.89923806383
Nome,2022,kjønn samlet,25-44 år,Skader,"per 1000, standardisert",73.6177054300277
Nome,2022,kjønn samlet,45-74 år,Skader,"per 1000, standardisert",83.4179165143901
Nome,2022,kjønn samlet,45-64 år,Skader,"per 1000, standardisert",87.0698158240058
Nome,2022,kjønn samlet,65-74 år,Skader,"per 1000, standardisert",75.4304654732897
Nome,2022,kjønn samlet,75-79 år,Skader,"per 1000, standardisert",87.7218279628928
Nome,2022,menn,0-74 år,Skader,"per 1000, standardisert",94.4305629881166
Nome,2022,menn,0-44 år,Skader,"per 1000, standardisert",97.4875468620339
Nome,2022,menn,0-24 år,Skader,"per 1000, standardisert",116.632030996281
Nome,2022,menn,0-14 år,Skader,"per 1000, standardisert",95.5732951757076
Nome,2022,menn,15-24 år,Skader,"per 1000, standardisert",143.765223128115
Nome,2022,menn,25-44 år,Skader,"per 1000, standardisert",75.9058681533745
Nome,2022,menn,45-74 år,Skader,"per 1000, standardisert",88.7832141532272
Nome,2022,menn,45-64 år,Skader,"per 1000, standardisert",96.4856520043794
Nome,2022,menn,65-74 år,Skader,"per 1000, standardisert",73.1997948090308
Nome,2022,menn,75-79 år,Skader,"per 1000, standardisert",71.794021059693
Nome,2022,kvinner,0-74 år,Skader,"per 1000, standardisert",78.2185998630308
Nome,2022,kvinner,0-44 år,Skader,"per 1000, standardisert",79.6089939700591
Nome,2022,kvinner,0-24 år,Skader,"per 1000, standardisert",88.2584083915697
Nome,2022,kvinner,0-14 år,Skader,"per 1000, standardisert",77.1630554474787
Nome,2022,kvinner,15-24 år,Skader,"per 1000, standardisert",102.571991790003
Nome,2022,kvinner,25-44 år,Skader,"per 1000, standardisert",70.8653293277568
Nome,2022,kvinner,45-74 år,Skader,"per 1000, standardisert",77.5216696961732
Nome,2022,kvinner,45-64 år,Skader,"per 1000, standardisert",77.3916577740457
Nome,2022,kvinner,65-74 år,Skader,"per 1000, standardisert",77.8583347986402
Nome,2022,kvinner,75-79 år,Skader,"per 1000, standardisert",100.159895078805
Nome,2023,kjønn samlet,0-74 år,Skader,"per 1000, standardisert",92.7590427881935
Nome,2023,kjønn samlet,0-44 år,Skader,"per 1000, standardisert",95.9292358407931
Nome,2023,kjønn samlet,0-24 år,Skader,"per 1000, standardisert",108.649667546719
Nome,2023,kjønn samlet,0-14 år,Skader,"per 1000, standardisert",102.183587948318
Nome,2023,kjønn samlet,15-24 år,Skader,"per 1000, standardisert",117.105950411704
Nome,2023,kjønn samlet,25-44 år,Skader,"per 1000, standardisert",82.7231295939233
Nome,2023,kjønn samlet,45-74 år,Skader,"per 1000, standardisert",88.6007493757459
Nome,2023,kjønn samlet,45-64 år,Skader,"per 1000, standardisert",89.8489071368597
Nome,2023,kjønn samlet,65-74 år,Skader,"per 1000, standardisert",85.9907710577344
Nome,2023,kjønn samlet,75-79 år,Skader,"per 1000, standardisert",92.900289845852
Nome,2023,menn,0-74 år,Skader,"per 1000, standardisert",102.80653493852
Nome,2023,menn,0-44 år,Skader,"per 1000, standardisert",105.10656124323
Nome,2023,menn,0-24 år,Skader,"per 1000, standardisert",121.53500655627
Nome,2023,menn,0-14 år,Skader,"per 1000, standardisert",116.556448795047
Nome,2023,menn,15-24 år,Skader,"per 1000, standardisert",127.979143180082
Nome,2023,menn,25-44 år,Skader,"per 1000, standardisert",87.3805693464226
Nome,2023,menn,45-74 år,Skader,"per 1000, standardisert",97.8895874674143
Nome,2023,menn,45-64 år,Skader,"per 1000, standardisert",99.4275244900527
Nome,2023,menn,65-74 år,Skader,"per 1000, standardisert",94.8524191823998
Nome,2023,menn,75-79 år,Skader,"per 1000, standardisert",90.08068027533
Nome,2023,kvinner,0-74 år,Skader,"per 1000, standardisert",82.2549881820428
Nome,2023,kvinner,0-44 år,Skader,"per 1000, standardisert",86.289976928451
Nome,2023,kvinner,0-24 år,Skader,"per 1000, standardisert",94.953868263838
Nome,2023,kvinner,0-14 år,Skader,"per 1000, standardisert",86.7592681337307
Nome,2023,kvinner,15-24 år,Skader,"per 1000, standardisert",105.829305846392
Nome,2023,kvinner,25-44 år,Skader,"per 1000, standardisert",77.5923546001469
Nome,2023,kvinner,45-74 år,Skader,"per 1000, standardisert",78.5542113364002
Nome,2023,kvinner,45-64 år,Skader,"per 1000, standardisert",80.1500433580756
Nome,2023,kvinner,65-74 år,Skader,"per 1000, standardisert",74.6443399170406
Nome,2023,kvinner,75-79 år,Skader,"per 1000, standardisert",95.6454748366005
Nome,2024,kjønn samlet,0-74 år,Skader,"per 1000, standardisert",84.0989100855359
Nome,2024,kjønn samlet,0-44 år,Skader,"per 1000, standardisert",86.3725243956468
Nome,2024,kjønn samlet,0-24 år,Skader,"per 1000, standardisert",92.2631988012694
Nome,2024,kjønn samlet,0-14 år,Skader,"per 1000, standardisert",80.9160818033288
Nome,2024,kjønn samlet,15-24 år,Skader,"per 1000, standardisert",107.097791532007
Nome,2024,kjønn samlet,25-44 år,Skader,"per 1000, standardisert",80.9309170764385
Nome,2024,kjønn samlet,45-74 år,Skader,"per 1000, standardisert",81.0289281773803
Nome,2024,kjønn samlet,45-64 år,Skader,"per 1000, standardisert",83.6922990292635
Nome,2024,kjønn samlet,65-74 år,Skader,"per 1000, standardisert",75.4227792733244
Nome,2024,kjønn samlet,75-79 år,Skader,"per 1000, standardisert",84.004877320844
Nome,2024,menn,0-74 år,Skader,"per 1000, standardisert",91.0677278140949
Nome,2024,menn,0-44 år,Skader,"per 1000, standardisert",93.5313760579016
Nome,2024,menn,0-24 år,Skader,"per 1000, standardisert",97.0884144821227
Nome,2024,menn,0-14 år,Skader,"per 1000, standardisert",87.34384764518
Nome,2024,menn,15-24 år,Skader,"per 1000, standardisert",109.580961597302
Nome,2024,menn,25-44 år,Skader,"per 1000, standardisert",91.395874609141
Nome,2024,menn,45-74 år,Skader,"per 1000, standardisert",86.2557266812729
Nome,2024,menn,45-64 år,Skader,"per 1000, standardisert",88.6811975192859
Nome,2024,menn,65-74 år,Skader,"per 1000, standardisert",81.5620998776721
Nome,2024,menn,75-79 år,Skader,"per 1000, standardisert",95.8522666842812
Nome,2024,kvinner,0-74 år,Skader,"per 1000, standardisert",76.8476363684075
Nome,2024,kvinner,0-44 år,Skader,"per 1000, standardisert",78.8791411315237
Nome,2024,kvinner,0-24 år,Skader,"per 1000, standardisert",87.5322269665561
Nome,2024,kvinner,0-14 år,Skader,"per 1000, standardisert",74.2390925841423
Nome,2024,kvinner,15-24 år,Skader,"per 1000, standardisert",105.412360829857
Nome,2024,kvinner,25-44 år,Skader,"per 1000, standardisert",70.1288274326697
Nome,2024,kvinner,45-74 år,Skader,"per 1000, standardisert",75.5110943954758
Nome,2024,kvinner,45-64 år,Skader,"per 1000, standardisert",78.7848121899406
Nome,2024,kvinner,65-74 år,Skader,"per 1000, standardisert",67.6698243341835
Nome,2024,kvinner,75-79 år,Skader,"per 1000, standardisert",73.7655115539486
Midt-Telemark,2017,kjønn samlet,0-74 år,Skader,"per 1000, standardisert",106.896174007944
Midt-Telemark,2017,kjønn samlet,0-44 år,Skader,"per 1000, standardisert",110.052734135753
Midt-Telemark,2017,kjønn samlet,0-24 år,Skader,"per 1000, standardisert",121.541680486329
Midt-Telemark,2017,kjønn samlet,0-14 år,Skader,"per 1000, standardisert",128.808119126178
Midt-Telemark,2017,kjønn samlet,15-24 år,Skader,"per 1000, standardisert",112.528262897435
Midt-Telemark,2017,kjønn samlet,25-44 år,Skader,"per 1000, standardisert",98.6140518472732
Midt-Telemark,2017,kjønn samlet,45-74 år,Skader,"per 1000, standardisert",101.934220106444
Midt-Telemark,2017,kjønn samlet,45-64 år,Skader,"per 1000, standardisert",102.509126992887
Midt-Telemark,2017,kjønn samlet,65-74 år,Skader,"per 1000, standardisert",100.760258280681
Midt-Telemark,2017,kjønn samlet,75-79 år,Skader,"per 1000, standardisert",94.242457847048
Midt-Telemark,2017,menn,0-74 år,Skader,"per 1000, standardisert",116.727567381202
Midt-Telemark,2017,menn,0-44 år,Skader,"per 1000, standardisert",123.951305398737
Midt-Telemark,2017,menn,0-24 år,Skader,"per 1000, standardisert",132.881699886334
Midt-Telemark,2017,menn,0-14 år,Skader,"per 1000, standardisert",140.562637504775
Midt-Telemark,2017,menn,15-24 år,Skader,"per 1000, standardisert",123.630724019009
Midt-Telemark,2017,menn,25-44 år,Skader,"per 1000, standardisert",116.249493463974
Midt-Telemark,2017,menn,45-74 år,Skader,"per 1000, standardisert",105.355225281127
Midt-Telemark,2017,menn,45-64 år,Skader,"per 1000, standardisert",105.016370332764
Midt-Telemark,2017,menn,65-74 år,Skader,"per 1000, standardisert",106.154378555763
Midt-Telemark,2017,menn,75-79 år,Skader,"per 1000, standardisert",97.9963429365374
Midt-Telemark,2017,kvinner,0-74 år,Skader,"per 1000, standardisert",96.5648562508211
Midt-Telemark,2017,kvinner,0-44 år,Skader,"per 1000, standardisert",95.2863812046057
Midt-Telemark,2017,kvinner,0-24 år,Skader,"per 1000, standardisert",109.777676790811
Midt-Telemark,2017,kvinner,0-14 år,Skader,"per 1000, standardisert",116.518126940997
Midt-Telemark,2017,kvinner,15-24 år,Skader,"per 1000, standardisert",101.102608716906
Midt-Telemark,2017,kvinner,25-44 år,Skader,"per 1000, standardisert",80.1843562228562
Midt-Telemark,2017,kvinner,45-74 år,Skader,"per 1000, standardisert",98.4924172927188
Midt-Telemark,2017,kvinner,45-64 år,Skader,"per 1000, standardisert",100.038341224413
Midt-Telemark,2017,kvinner,65-74 år,Skader,"per 1000, standardisert",94.9539385186472
Midt-Telemark,2017,kvinner,75-79 år,Skader,"per 1000, standardisert",91.9801963553929
Midt-Telemark,2018,kjønn samlet,0-74 år,Skader,"per 1000, standardisert",108.016099518507
Midt-Telemark,2018,kjønn samlet,0-44 år,Skader,"per 1000, standardisert",107.025193142291
Midt-Telemark,2018,kjønn samlet,0-24 år,Skader,"per 1000, standardisert",112.661151348248
Midt-Telemark,2018,kjønn samlet,0-14 år,Skader,"per 1000, standardisert",117.012494288371
Midt-Telemark,2018,kjønn samlet,15-24 år,Skader,"per 1000, standardisert",107.316414914772
Midt-Telemark,2018,kjønn samlet,25-44 år,Skader,"per 1000, standardisert",102.598755652509
Midt-Telemark,2018,kjønn samlet,45-74 år,Skader,"per 1000, standardisert",109.766530503951
Midt-Telemark,2018,kjønn samlet,45-64 år,Skader,"per 1000, standardisert",112.694380357306
Midt-Telemark,2018,kjønn samlet,65-74 år,Skader,"per 1000, standardisert",103.259154208365
Midt-Telemark,2018,kjønn samlet,75-79 år,Skader,"per 1000, standardisert",126.802967248752
Midt-Telemark,2018,menn,0-74 år,Skader,"per 1000, standardisert",121.081774268891
Midt-Telemark,2018,menn,0-44 år,Skader,"per 1000, standardisert",125.28150699185
Midt-Telemark,2018,menn,0-24 år,Skader,"per 1000, standardisert",133.823713996845
Midt-Telemark,2018,menn,0-14 år,Skader,"per 1000, standardisert",145.225845308006
Midt-Telemark,2018,menn,15-24 år,Skader,"per 1000, standardisert",120.901982540403
Midt-Telemark,2018,menn,25-44 år,Skader,"per 1000, standardisert",118.103273941584
Midt-Telemark,2018,menn,45-74 år,Skader,"per 1000, standardisert",114.913683622258
Midt-Telemark,2018,menn,45-64 år,Skader,"per 1000, standardisert",119.356913175677
Midt-Telemark,2018,menn,65-74 år,Skader,"per 1000, standardisert",104.960139974099
Midt-Telemark,2018,menn,75-79 år,Skader,"per 1000, standardisert",135.875680016369
Midt-Telemark,2018,kvinner,0-74 år,Skader,"per 1000, standardisert",94.1672790280803
Midt-Telemark,2018,kvinner,0-44 år,Skader,"per 1000, standardisert",87.2808424594873
Midt-Telemark,2018,kvinner,0-24 år,Skader,"per 1000, standardisert",89.3199764837729
Midt-Telemark,2018,kvinner,0-14 år,Skader,"per 1000, standardisert",86.3272994778979
Midt-Telemark,2018,kvinner,15-24 år,Skader,"per 1000, standardisert",92.7325267472276
Midt-Telemark,2018,kvinner,25-44 år,Skader,"per 1000, standardisert",86.2413288851592
Midt-Telemark,2018,kvinner,45-74 år,Skader,"per 1000, standardisert",104.627841489791
Midt-Telemark,2018,kvinner,45-64 år,Skader,"per 1000, standardisert",106.082689657955
Midt-Telemark,2018,kvinner,65-74 år,Skader,"per 1000, standardisert",101.455061848383
Midt-Telemark,2018,kvinner,75-79 år,Skader,"per 1000, standardisert",119.618846571244
Midt-Telemark,2019,kjønn samlet,0-74 år,Skader,"per 1000, standardisert",107.456320881087
Midt-Telemark,2019,kjønn samlet,0-44 år,Skader,"per 1000, standardisert",111.645491983031
Midt-Telemark,2019,kjønn samlet,0-24 år,Skader,"per 1000, standardisert",122.852727185981
Midt-Telemark,2019,kjønn samlet,0-14 år,Skader,"per 1000, standardisert",134.961836191217
Midt-Telemark,2019,kjønn samlet,15-24 år,Skader,"per 1000, standardisert",108.764341411443
Midt-Telemark,2019,kjønn samlet,25-44 år,Skader,"per 1000, standardisert",100.564043350587
Midt-Telemark,2019,kjønn samlet,45-74 år,Skader,"per 1000, standardisert",100.768373507378
Midt-Telemark,2019,kjønn samlet,45-64 år,Skader,"per 1000, standardisert",94.7990479726173
Midt-Telemark,2019,kjønn samlet,65-74 år,Skader,"per 1000, standardisert",114.605287460599
Midt-Telemark,2019,kjønn samlet,75-79 år,Skader,"per 1000, standardisert",124.963796162686
Midt-Telemark,2019,menn,0-74 år,Skader,"per 1000, standardisert",112.558083630139
Midt-Telemark,2019,menn,0-44 år,Skader,"per 1000, standardisert",117.997526739754
Midt-Telemark,2019,menn,0-24 år,Skader,"per 1000, standardisert",123.886599116756
Midt-Telemark,2019,menn,0-14 år,Skader,"per 1000, standardisert",127.908992730817
Midt-Telemark,2019,menn,15-24 år,Skader,"per 1000, standardisert",119.043304818066
Midt-Telemark,2019,menn,25-44 år,Skader,"per 1000, standardisert",113.647127225184
Midt-Telemark,2019,menn,45-74 år,Skader,"per 1000, standardisert",104.17473112044
Midt-Telemark,2019,menn,45-64 år,Skader,"per 1000, standardisert",99.1077113692134
Midt-Telemark,2019,menn,65-74 år,Skader,"per 1000, standardisert",115.680197398547
Midt-Telemark,2019,menn,75-79 år,Skader,"per 1000, standardisert",130.314748989505
Midt-Telemark,2019,kvinner,0-74 år,Skader,"per 1000, standardisert",102.224737159601
Midt-Telemark,2019,kvinner,0-44 år,Skader,"per 1000, standardisert",105.353911110817
Midt-Telemark,2019,kvinner,0-24 år,Skader,"per 1000, standardisert",122.923679635042
Midt-Telemark,2019,kvinner,0-14 år,Skader,"per 1000, standardisert",143.630912685221
Midt-Telemark,2019,kvinner,15-24 år,Skader,"per 1000, standardisert",98.1959489395623
Midt-Telemark,2019,kvinner,25-44 år,Skader,"per 1000, standardisert",86.7595325784545
Midt-Telemark,2019,kvinner,45-74 år,Skader,"per 1000, standardisert",97.3415539822047
Midt-Telemark,2019,kvinner,45-64 år,Skader,"per 1000, standardisert",90.4967768130347
Midt-Telemark,2019,kvinner,65-74 år,Skader,"per 1000, standardisert",113.402105940189
Midt-Telemark,2019,kvinner,75-79 år,Skader,"per 1000, standardisert",120.784479621592
Midt-Telemark,2020,kjønn samlet,0-74 år,Skader,"per 1000, standardisert",102.137977789944
Midt-Telemark,2020,kjønn samlet,0-44 år,Skader,"per 1000, standardisert",101.332027456357
Midt-Telemark,2020,kjønn samlet,0-24 år,Skader,"per 1000, standardisert",114.359047024313
Midt-Telemark,2020,kjønn samlet,0-14 år,Skader,"per 1000, standardisert",117.10368015514
Midt-Telemark,2020,kjønn samlet,15-24 år,Skader,"per 1000, standardisert",110.828657650561
Midt-Telemark,2020,kjønn samlet,25-44 år,Skader,"per 1000, standardisert",87.9193376526583
Midt-Telemark,2020,kjønn samlet,45-74 år,Skader,"per 1000, standardisert",103.517960050211
Midt-Telemark,2020,kjønn samlet,45-64 år,Skader,"per 1000, standardisert",106.148617127146
Midt-Telemark,2020,kjønn samlet,65-74 år,Skader,"per 1000, standardisert",97.7628155778679
Midt-Telemark,2020,kjønn samlet,75-79 år,Skader,"per 1000, standardisert",114.763218159463
Midt-Telemark,2020,menn,0-74 år,Skader,"per 1000, standardisert",111.672881782725
Midt-Telemark,2020,menn,0-44 år,Skader,"per 1000, standardisert",113.475166120447
Midt-Telemark,2020,menn,0-24 år,Skader,"per 1000, standardisert",129.217234853237
Midt-Telemark,2020,menn,0-14 år,Skader,"per 1000, standardisert",128.493802610891
