Kommune;År;Sektor;Utslipp
Kviteseid;2018;Sjøfart;0
Kviteseid;2018;Veitrafikk;7696,241774
Kviteseid;2019;Annen mobil forbrenning;955,7502419
Kviteseid;2019;Avfall og avløp;1315,745104
Kviteseid;2019;Energiforsyning;0
Kviteseid;2019;Industri, olje og gass;0
Kviteseid;2019;Jordbruk;4518,380265
Kviteseid;2019;Luftfart;0
Kviteseid;2019;Oppvarming;337,4534881
Kviteseid;2019;Sjøfart;0
Kviteseid;2019;Veitrafikk;7015,474463
Larvik;2009;Annen mobil forbrenning;8612,711479
Larvik;2009;Avfall og avløp;24293,95392
Larvik;2009;Energiforsyning;0
Larvik;2009;Industri, olje og gass;213,0003771
Larvik;2009;Jordbruk;19271,46634
Larvik;2009;Luftfart;0
Larvik;2009;Oppvarming;9548,860051
Larvik;2009;Sjøfart;36606,701
Larvik;2009;Veitrafikk;72343,07999
Larvik;2011;Annen mobil forbrenning;11598,14987
Larvik;2011;Avfall og avløp;23406,48448
Larvik;2011;Energiforsyning;0
Larvik;2011;Industri, olje og gass;288,8268284
Larvik;2011;Jordbruk;18240,57708
Larvik;2011;Luftfart;0
Larvik;2011;Oppvarming;7862,499777
Larvik;2011;Sjøfart;36606,701
Larvik;2011;Veitrafikk;70477,93636
Larvik;2013;Annen mobil forbrenning;12066,75589
Larvik;2013;Avfall og avløp;21158,2631
Larvik;2013;Energiforsyning;0
Larvik;2013;Industri, olje og gass;604,0851343
Larvik;2013;Jordbruk;19710,94378
Larvik;2013;Luftfart;0
Larvik;2013;Oppvarming;6684,112791
Larvik;2013;Sjøfart;36606,701
Larvik;2013;Veitrafikk;68997,73888
Larvik;2015;Annen mobil forbrenning;12191,17721
Larvik;2015;Avfall og avløp;20733,65057
Larvik;2015;Energiforsyning;0
Larvik;2015;Industri, olje og gass;2042,585942
Larvik;2015;Jordbruk;19431,62676
Larvik;2015;Luftfart;0
Larvik;2015;Oppvarming;5491,721199
Larvik;2015;Sjøfart;36606,701
Larvik;2015;Veitrafikk;67430,3093
Larvik;2016;Annen mobil forbrenning;11578,00055
Larvik;2016;Avfall og avløp;20326,28248
Larvik;2016;Energiforsyning;0
Larvik;2016;Industri, olje og gass;1814,20181
Larvik;2016;Jordbruk;19819,64548
Larvik;2016;Luftfart;0
Larvik;2016;Oppvarming;4227,1772
Larvik;2016;Sjøfart;39742,0423
Larvik;2016;Veitrafikk;63471,66391
Larvik;2017;Annen mobil forbrenning;12293,43439
Larvik;2017;Avfall og avløp;19011,14684
Larvik;2017;Energiforsyning;0
Larvik;2017;Industri, olje og gass;1922,7958
Larvik;2017;Jordbruk;19302,47377
Larvik;2017;Luftfart;0
Larvik;2017;Oppvarming;5765,897571
Larvik;2017;Sjøfart;44279,46979
Larvik;2017;Veitrafikk;58906,98284
Larvik;2018;Annen mobil forbrenning;18256,26989
Larvik;2018;Avfall og avløp;18197,03241
Larvik;2018;Energiforsyning;0
Larvik;2018;Industri, olje og gass;2166,532819
Larvik;2018;Jordbruk;18201,71013
Larvik;2018;Luftfart;0
Larvik;2018;Oppvarming;4488,49398
Larvik;2018;Sjøfart;43736,3852
Larvik;2018;Veitrafikk;59996,55886
Larvik;2019;Annen mobil forbrenning;20898,82451
Larvik;2019;Avfall og avløp;18405,99067
Larvik;2019;Energiforsyning;0
Larvik;2019;Industri, olje og gass;2537,071756
Larvik;2019;Jordbruk;17403,88869
Larvik;2019;Luftfart;0
Larvik;2019;Oppvarming;4029,367794
Larvik;2019;Sjøfart;41311,2793
Larvik;2019;Veitrafikk;56829,85636
Midt-Telemark;2009;Annen mobil forbrenning;4472,163076
Midt-Telemark;2009;Avfall og avløp;1902,699089
Midt-Telemark;2009;Energiforsyning;0
Midt-Telemark;2009;Industri, olje og gass;0
Midt-Telemark;2009;Jordbruk;8974,107434
Midt-Telemark;2009;Luftfart;0
Midt-Telemark;2009;Oppvarming;2926,193775
Midt-Telemark;2009;Sjøfart;0
Midt-Telemark;2009;Veitrafikk;17343,27027
Midt-Telemark;2011;Annen mobil forbrenning;4748,748839
Midt-Telemark;2011;Avfall og avløp;1694,35232
Midt-Telemark;2011;Energiforsyning;62,66964209
Midt-Telemark;2011;Industri, olje og gass;0
Midt-Telemark;2011;Jordbruk;9083,256312
Midt-Telemark;2011;Luftfart;0
Midt-Telemark;2011;Oppvarming;2638,903093
Midt-Telemark;2011;Sjøfart;0
Midt-Telemark;2011;Veitrafikk;17043,17292
Midt-Telemark;2013;Annen mobil forbrenning;2981,163071
Midt-Telemark;2013;Avfall og avløp;1664,445557
Midt-Telemark;2013;Energiforsyning;78,76131638
Midt-Telemark;2013;Industri, olje og gass;0
Midt-Telemark;2013;Jordbruk;8818,337533
Midt-Telemark;2013;Luftfart;0
Midt-Telemark;2013;Oppvarming;1691,475504
Midt-Telemark;2013;Sjøfart;0
Midt-Telemark;2013;Veitrafikk;17083,17452
Midt-Telemark;2015;Annen mobil forbrenning;2401,97603
Midt-Telemark;2015;Avfall og avløp;1414,814185
Midt-Telemark;2015;Energiforsyning;39,90010375
Midt-Telemark;2015;Industri, olje og gass;0
Midt-Telemark;2015;Jordbruk;9529,765129
Midt-Telemark;2015;Luftfart;0
Midt-Telemark;2015;Oppvarming;1213,322467
Midt-Telemark;2015;Sjøfart;0
Midt-Telemark;2015;Veitrafikk;17025,8982
Midt-Telemark;2016;Annen mobil forbrenning;2295,132907
Midt-Telemark;2016;Avfall og avløp;1345,891697
Midt-Telemark;2016;Energiforsyning;48,20918716
Midt-Telemark;2016;Industri, olje og gass;0
Midt-Telemark;2016;Jordbruk;9524,514597
Midt-Telemark;2016;Luftfart;0
Midt-Telemark;2016;Oppvarming;1053,503421
Midt-Telemark;2016;Sjøfart;0
Midt-Telemark;2016;Veitrafikk;16110,79445
Midt-Telemark;2017;Annen mobil forbrenning;3120,988531
Midt-Telemark;2017;Avfall og avløp;1237,722196
Midt-Telemark;2017;Energiforsyning;55,65563541
Midt-Telemark;2017;Industri, olje og gass;0
Midt-Telemark;2017;Jordbruk;9795,786806
Midt-Telemark;2017;Luftfart;0
Midt-Telemark;2017;Oppvarming;1202,768578
Midt-Telemark;2017;Sjøfart;0
Midt-Telemark;2017;Veitrafikk;14889,96374
Midt-Telemark;2018;Annen mobil forbrenning;2483,571293
Midt-Telemark;2018;Avfall og avløp;1182,073359
Midt-Telemark;2018;Energiforsyning;89,67516104
Midt-Telemark;2018;Industri, olje og gass;0
Midt-Telemark;2018;Jordbruk;9641,967448
Midt-Telemark;2018;Luftfart;0
Midt-Telemark;2018;Oppvarming;1221,733636
Midt-Telemark;2018;Sjøfart;0
Midt-Telemark;2018;Veitrafikk;15426,41438
Midt-Telemark;2019;Annen mobil forbrenning;3133,686838
Midt-Telemark;2019;Avfall og avløp;1015,486432
Midt-Telemark;2019;Energiforsyning;76,27924341
Midt-Telemark;2019;Industri, olje og gass;0
Midt-Telemark;2019;Jordbruk;9744,752018
Midt-Telemark;2019;Luftfart;0
Midt-Telemark;2019;Oppvarming;835,8912047
Midt-Telemark;2019;Sjøfart;0
Midt-Telemark;2019;Veitrafikk;14691,15382
Nissedal;2009;Annen mobil forbrenning;1010,605626
Nissedal;2009;Avfall og avløp;2124,365384
Nissedal;2009;Energiforsyning;0
Nissedal;2009;Industri, olje og gass;0
Nissedal;2009;Jordbruk;1636,81361
Nissedal;2009;Luftfart;0
Nissedal;2009;Oppvarming;622,8260704
Nissedal;2009;Sjøfart;0
Nissedal;2009;Veitrafikk;2592,663708
Nissedal;2011;Annen mobil forbrenning;541,2214829
Nissedal;2011;Avfall og avløp;3681,719683
Nissedal;2011;Energiforsyning;0
Nissedal;2011;Industri, olje og gass;0
Nissedal;2011;Jordbruk;1684,168792
Nissedal;2011;Luftfart;0
Nissedal;2011;Oppvarming;541,954499
Nissedal;2011;Sjøfart;0
Nissedal;2011;Veitrafikk;2544,820031
Nissedal;2013;Annen mobil forbrenning;656,791521
Nissedal;2013;Avfall og avløp;3846,741916
Nissedal;2013;Energiforsyning;0
Nissedal;2013;Industri, olje og gass;0
Nissedal;2013;Jordbruk;1664,318676
Nissedal;2013;Luftfart;0
Nissedal;2013;Oppvarming;478,2835532
Nissedal;2013;Sjøfart;0
Nissedal;2013;Veitrafikk;2529,676197
Nissedal;2015;Annen mobil forbrenning;387,1383632
Nissedal;2015;Avfall og avløp;3731,889096
Nissedal;2015;Energiforsyning;0
Nissedal;2015;Industri, olje og gass;0
Nissedal;2015;Jordbruk;1566,435726
Nissedal;2015;Luftfart;0
Nissedal;2015;Oppvarming;458,7245483
Nissedal;2015;Sjøfart;0
Nissedal;2015;Veitrafikk;2506,005506
Nissedal;2016;Annen mobil forbrenning;619,0657615
Nissedal;2016;Avfall og avløp;2131,854459
Nissedal;2016;Energiforsyning;0
Nissedal;2016;Industri, olje og gass;0
Nissedal;2016;Jordbruk;1584,836238
Nissedal;2016;Luftfart;0
Nissedal;2016;Oppvarming;459,8686259
Nissedal;2016;Sjøfart;0
Nissedal;2016;Veitrafikk;2368,775302
Nissedal;2017;Annen mobil forbrenning;370,1955962
Nissedal;2017;Avfall og avløp;1982,698977
Nissedal;2017;Energiforsyning;0
Nissedal;2017;Industri, olje og gass;0
Nissedal;2017;Jordbruk;1480,004026
Nissedal;2017;Luftfart;0
Nissedal;2017;Oppvarming;422,6457814
Nissedal;2017;Sjøfart;0
Nissedal;2017;Veitrafikk;2199,37295
Nissedal;2018;Annen mobil forbrenning;355,6385871
Nissedal;2018;Avfall og avløp;2011,861191
Nissedal;2018;Energiforsyning;0
Nissedal;2018;Industri, olje og gass;0
Nissedal;2018;Jordbruk;1659,328012
Nissedal;2018;Luftfart;0
Nissedal;2018;Oppvarming;521,9009182
Nissedal;2018;Sjøfart;0
Nissedal;2018;Veitrafikk;2281,95716
Nissedal;2019;Annen mobil forbrenning;743,5726157
Nissedal;2019;Avfall og avløp;2870,233973
Nissedal;2019;Energiforsyning;0
Nissedal;2019;Industri, olje og gass;0
Nissedal;2019;Jordbruk;1306,654993
Nissedal;2019;Luftfart;0
Nissedal;2019;Oppvarming;312,9626589
Nissedal;2019;Sjøfart;0
Nissedal;2019;Veitrafikk;2190,427547
Nome;2009;Annen mobil forbrenning;2436,542422
Nome;2009;Avfall og avløp;6134,622443
Nome;2009;Energiforsyning;0
Nome;2009;Industri, olje og gass;7048,924465
Nome;2009;Jordbruk;8416,117838
Nome;2009;Luftfart;0
Nome;2009;Oppvarming;1783,761844
Nome;2009;Sjøfart;0
Nome;2009;Veitrafikk;8423,155726
Nome;2011;Annen mobil forbrenning;2756,325418
Nome;2011;Avfall og avløp;5406,196568
Nome;2011;Energiforsyning;0
Nome;2011;Industri, olje og gass;6289,409178
Nome;2011;Jordbruk;7806,734845
Nome;2011;Luftfart;0
Nome;2011;Oppvarming;1543,662863
Nome;2011;Sjøfart;0
Nome;2011;Veitrafikk;8263,995018
Nome;2013;Annen mobil forbrenning;1995,911412
Nome;2013;Avfall og avløp;4812,9466
Nome;2013;Energiforsyning;0
Nome;2013;Industri, olje og gass;5488,665226
Nome;2013;Jordbruk;7622,072524
Nome;2013;Luftfart;0
Nome;2013;Oppvarming;936,8531943
Nome;2013;Sjøfart;0
Nome;2013;Veitrafikk;8148,982153
Nome;2015;Annen mobil forbrenning;1804,181123
Nome;2015;Avfall og avløp;4284,270132
Nome;2015;Energiforsyning;0
Nome;2015;Industri, olje og gass;238,0829154
Nome;2015;Jordbruk;7969,685891
Nome;2015;Luftfart;0
Nome;2015;Oppvarming;729,1846089
Nome;2015;Sjøfart;0
Nome;2015;Veitrafikk;8086,267517
Nome;2016;Annen mobil forbrenning;1619,838521
Nome;2016;Avfall og avløp;4032,481149
Nome;2016;Energiforsyning;0
Nome;2016;Industri, olje og gass;269,3193171
Nome;2016;Jordbruk;8135,230352
Nome;2016;Luftfart;0
Nome;2016;Oppvarming;587,6909904
Nome;2016;Sjøfart;0
Nome;2016;Veitrafikk;7636,802783
Nome;2017;Annen mobil forbrenning;3093,571279
Nome;2017;Avfall og avløp;3821,060891
Nome;2017;Energiforsyning;0
Nome;2017;Industri, olje og gass;253,0840056
Nome;2017;Jordbruk;8535,19252
Nome;2017;Luftfart;0
Nome;2017;Oppvarming;686,306377
Nome;2017;Sjøfart;0
Nome;2017;Veitrafikk;7059,617853
Nome;2018;Annen mobil forbrenning;2431,301148
Nome;2018;Avfall og avløp;3624,503632
Nome;2018;Energiforsyning;0
Nome;2018;Industri, olje og gass;262,6303484
Nome;2018;Jordbruk;8817,284884
Nome;2018;Luftfart;0
Nome;2018;Oppvarming;628,3664704
Nome;2018;Sjøfart;0
Nome;2018;Veitrafikk;7292,421175
Nome;2019;Annen mobil forbrenning;1356,673496
Nome;2019;Avfall og avløp;3835,178397
Nome;2019;Energiforsyning;0
Nome;2019;Industri, olje og gass;368,9688702
Nome;2019;Jordbruk;8909,150376
Nome;2019;Luftfart;0
Nome;2019;Oppvarming;427,6499006
Nome;2019;Sjøfart;0
Nome;2019;Veitrafikk;6906,812014
Notodden;2009;Annen mobil forbrenning;4761,289801
Notodden;2009;Avfall og avløp;7631,063413
Notodden;2009;Energiforsyning;0
Notodden;2009;Industri, olje og gass;0
Notodden;2009;Jordbruk;5563,070067
Notodden;2009;Luftfart;70,23904327
Notodden;2009;Oppvarming;4801,288845
Notodden;2009;Sjøfart;0
Notodden;2009;Veitrafikk;25417,38553
Notodden;2011;Annen mobil forbrenning;6501,262057
Notodden;2011;Avfall og avløp;7504,504971
Notodden;2011;Energiforsyning;3252,289174
Notodden;2011;Industri, olje og gass;0
Notodden;2011;Jordbruk;5698,150116
Notodden;2011;Luftfart;68,23004202
Notodden;2011;Oppvarming;3792,496317
Notodden;2011;Sjøfart;0
Notodden;2011;Veitrafikk;24934,85372
Notodden;2013;Annen mobil forbrenning;4715,542495
Notodden;2013;Avfall og avløp;7208,84302
Notodden;2013;Energiforsyning;234,9945521
Notodden;2013;Industri, olje og gass;0
Notodden;2013;Jordbruk;5960,822633
Notodden;2013;Luftfart;140,9611133
Notodden;2013;Oppvarming;2090,404101
Notodden;2013;Sjøfart;0
Notodden;2013;Veitrafikk;24896,48484
Notodden;2015;Annen mobil forbrenning;3361,056635
Notodden;2015;Avfall og avløp;5664,380632
Notodden;2015;Energiforsyning;89,87479664
Notodden;2015;Industri, olje og gass;0
Notodden;2015;Jordbruk;6010,795416
Notodden;2015;Luftfart;99,78131839
Notodden;2015;Oppvarming;1395,851658
Notodden;2015;Sjøfart;0
Notodden;2015;Veitrafikk;24700,81232
Notodden;2016;Annen mobil forbrenning;4534,141533
Notodden;2016;Avfall og avløp;5449,637155
Notodden;2016;Energiforsyning;77,53008403
Notodden;2016;Industri, olje og gass;0
Notodden;2016;Jordbruk;5950,531731
Notodden;2016;Luftfart;40,52347084
Notodden;2016;Oppvarming;1204,59243
Notodden;2016;Sjøfart;0
Notodden;2016;Veitrafikk;23437,95072
Notodden;2017;Annen mobil forbrenning;4375,718412
Notodden;2017;Avfall og avløp;4939,381092
Notodden;2017;Energiforsyning;96,99674622
Notodden;2017;Industri, olje og gass;169,3089889
Notodden;2017;Jordbruk;5940,544666
Notodden;2017;Luftfart;51,87387856
Notodden;2017;Oppvarming;1377,898034
Notodden;2017;Sjøfart;0
Notodden;2017;Veitrafikk;21744,16559
Notodden;2018;Annen mobil forbrenning;6054,306955
Notodden;2018;Avfall og avløp;4721,382485
Notodden;2018;Energiforsyning;95,20574118
Notodden;2018;Industri, olje og gass;194,4980852
Notodden;2018;Jordbruk;5916,713336
Notodden;2018;Luftfart;49,05247021
Notodden;2018;Oppvarming;1339,638329
Notodden;2018;Sjøfart;0
Notodden;2018;Veitrafikk;22504,9274
Notodden;2019;Annen mobil forbrenning;6354,600459
Notodden;2019;Avfall og avløp;4758,734642
Notodden;2019;Energiforsyning;91,83408403
Notodden;2019;Industri, olje og gass;252,5095305
Notodden;2019;Jordbruk;5814,917591
Notodden;2019;Luftfart;34,67843517
Notodden;2019;Oppvarming;881,4810351
Notodden;2019;Sjøfart;0
Notodden;2019;Veitrafikk;21465,53583
Porsgrunn;2009;Annen mobil forbrenning;7863,634786
Porsgrunn;2009;Avfall og avløp;12936,24382
Porsgrunn;2009;Energiforsyning;0
Porsgrunn;2009;Industri, olje og gass;2043519,502
Porsgrunn;2009;Jordbruk;2729,314302
Porsgrunn;2009;Luftfart;0
Porsgrunn;2009;Oppvarming;19213,3321
Porsgrunn;2009;Sjøfart;28448,04349
Porsgrunn;2009;Veitrafikk;59089,43704
Porsgrunn;2011;Annen mobil forbrenning;17518,72903
Porsgrunn;2011;Avfall og avløp;11335,42843
Porsgrunn;2011;Energiforsyning;0
Porsgrunn;2011;Industri, olje og gass;1883617,369
Porsgrunn;2011;Jordbruk;2768,893724
Porsgrunn;2011;Luftfart;0
Porsgrunn;2011;Oppvarming;12865,0817
Porsgrunn;2011;Sjøfart;28448,04349
Porsgrunn;2011;Veitrafikk;57556,47782
Porsgrunn;2013;Annen mobil forbrenning;24924,68067
Porsgrunn;2013;Avfall og avløp;10851,50866
Porsgrunn;2013;Energiforsyning;0
Porsgrunn;2013;Industri, olje og gass;2147816,082
Porsgrunn;2013;Jordbruk;2746,016067
Porsgrunn;2013;Luftfart;0
Porsgrunn;2013;Oppvarming;11543,01763
Porsgrunn;2013;Sjøfart;28448,04349
Porsgrunn;2013;Veitrafikk;56406,02366
Porsgrunn;2015;Annen mobil forbrenning;22957,68751
Porsgrunn;2015;Avfall og avløp;9182,577854
Porsgrunn;2015;Energiforsyning;68,36172882
Porsgrunn;2015;Industri, olje og gass;2312536,283
Porsgrunn;2015;Jordbruk;2778,825334
Porsgrunn;2015;Luftfart;0
Porsgrunn;2015;Oppvarming;15276,96154
Porsgrunn;2015;Sjøfart;28448,04349
Porsgrunn;2015;Veitrafikk;55416,4687
Porsgrunn;2016;Annen mobil forbrenning;23545,93078
Porsgrunn;2016;Avfall og avløp;8844,34028
Porsgrunn;2016;Energiforsyning;52,9672937
Porsgrunn;2016;Industri, olje og gass;2052764,348
Porsgrunn;2016;Jordbruk;3085,250099
Porsgrunn;2016;Luftfart;0
Porsgrunn;2016;Oppvarming;18992,06914
Porsgrunn;2016;Sjøfart;31731,59756
Porsgrunn;2016;Veitrafikk;52267,80252
Porsgrunn;2017;Annen mobil forbrenning;18141,53124
Porsgrunn;2017;Avfall og avløp;9096,119426
Porsgrunn;2017;Energiforsyning;15,39443511
Porsgrunn;2017;Industri, olje og gass;1790730,569
Porsgrunn;2017;Jordbruk;3152,949684
Porsgrunn;2017;Luftfart;0
Porsgrunn;2017;Oppvarming;18063,12804
Porsgrunn;2017;Sjøfart;35323,94452
Porsgrunn;2017;Veitrafikk;48349,80066
Porsgrunn;2018;Annen mobil forbrenning;12391,30959
Porsgrunn;2018;Avfall og avløp;8510,554568
Porsgrunn;2018;Energiforsyning;0
Porsgrunn;2018;Industri, olje og gass;2028816,467
Porsgrunn;2018;Jordbruk;3409,252643
Porsgrunn;2018;Luftfart;0
Porsgrunn;2018;Oppvarming;19489,15734
Porsgrunn;2018;Sjøfart;32153,32624
Porsgrunn;2018;Veitrafikk;49296,67138
Porsgrunn;2019;Annen mobil forbrenning;15073,31642
Porsgrunn;2019;Avfall og avløp;7312,667323
Porsgrunn;2019;Energiforsyning;241,0925093
Porsgrunn;2019;Industri, olje og gass;2071066,448
Porsgrunn;2019;Jordbruk;3350,881906
Porsgrunn;2019;Luftfart;0
Porsgrunn;2019;Oppvarming;18994,07426
Porsgrunn;2019;Sjøfart;34587,83955
Porsgrunn;2019;Veitrafikk;47847,4899
Sandefjord;2009;Annen mobil forbrenning;12518,24002
Sandefjord;2009;Avfall og avløp;2830,463748
Sandefjord;2009;Energiforsyning;0
Sandefjord;2009;Industri, olje og gass;13476,40007
Sandefjord;2009;Jordbruk;24975,91066
Sandefjord;2009;Luftfart;17251,22452
Sandefjord;2009;Oppvarming;12885,83791
Sandefjord;2009;Sjøfart;22874,69442
Sandefjord;2009;Veitrafikk;86776,15934
Sandefjord;2011;Annen mobil forbrenning;13196,33162
Sandefjord;2011;Avfall og avløp;2596,795016
Sandefjord;2011;Energiforsyning;0
Sandefjord;2011;Industri, olje og gass;14217,46137
Sandefjord;2011;Jordbruk;24412,75574
Sandefjord;2011;Luftfart;11728,35548
Sandefjord;2011;Oppvarming;10353,61882
Sandefjord;2011;Sjøfart;22874,69442
Sandefjord;2011;Veitrafikk;84280,12497
Sandefjord;2013;Annen mobil forbrenning;11678,12441
Sandefjord;2013;Avfall og avløp;2564,737342
Sandefjord;2013;Energiforsyning;24,12584455
Sandefjord;2013;Industri, olje og gass;13254,12324
Sandefjord;2013;Jordbruk;25113,65433
Sandefjord;2013;Luftfart;16602,67102
Sandefjord;2013;Oppvarming;9050,75121
Sandefjord;2013;Sjøfart;22874,69442
Sandefjord;2013;Veitrafikk;82410,18851
Sandefjord;2015;Annen mobil forbrenning;10221,58945
Sandefjord;2015;Avfall og avløp;2494,335306
Sandefjord;2015;Energiforsyning;187,2358253
Sandefjord;2015;Industri, olje og gass;9258,788269
Sandefjord;2015;Jordbruk;26965,79674
Sandefjord;2015;Luftfart;12371,71254
Sandefjord;2015;Oppvarming;5076,416662
Sandefjord;2015;Sjøfart;22874,69442
Sandefjord;2015;Veitrafikk;80424,7943
Sandefjord;2016;Annen mobil forbrenning;10511,12915
Sandefjord;2016;Avfall og avløp;2450,320231
Sandefjord;2016;Energiforsyning;144,4504657
Sandefjord;2016;Industri, olje og gass;8815,290254
Sandefjord;2016;Jordbruk;28132,71446
Sandefjord;2016;Luftfart;11212,96048
Sandefjord;2016;Oppvarming;4546,017756
Sandefjord;2016;Sjøfart;33860,8005
Sandefjord;2016;Veitrafikk;76011,23833
Sandefjord;2017;Annen mobil forbrenning;33891,48212
Sandefjord;2017;Avfall og avløp;2282,070734
Sandefjord;2017;Energiforsyning;145,3942974
Sandefjord;2017;Industri, olje og gass;8370,459348
Sandefjord;2017;Jordbruk;26608,38984
Sandefjord;2017;Luftfart;14487,57117
Sandefjord;2017;Oppvarming;8832,626411
Sandefjord;2017;Sjøfart;32309,20611
Sandefjord;2017;Veitrafikk;70885,62256
Sandefjord;2018;Annen mobil forbrenning;26672,68724
Sandefjord;2018;Avfall og avløp;1668,957347
Sandefjord;2018;Energiforsyning;161,14889
Sandefjord;2018;Industri, olje og gass;8911,941006
Sandefjord;2018;Jordbruk;27412,39846
Sandefjord;2018;Luftfart;16570,66587
Sandefjord;2018;Oppvarming;5760,534871
Sandefjord;2018;Sjøfart;29892,47933
Sandefjord;2018;Veitrafikk;72191,71681
Sandefjord;2019;Annen mobil forbrenning;33409,64445
Sandefjord;2019;Avfall og avløp;1618,688626
Sandefjord;2019;Energiforsyning;154,5030509
Sandefjord;2019;Industri, olje og gass;8730,90731
Sandefjord;2019;Jordbruk;25753,00175
Sandefjord;2019;Luftfart;17290,31332
Sandefjord;2019;Oppvarming;4732,171959
Sandefjord;2019;Sjøfart;30962,8154
Sandefjord;2019;Veitrafikk;69101,82237
Seljord;2009;Annen mobil forbrenning;1582,251442
Seljord;2009;Avfall og avløp;156,0402904
Seljord;2009;Energiforsyning;0
Seljord;2009;Industri, olje og gass;0
Seljord;2009;Jordbruk;5230,331023
Seljord;2009;Luftfart;0
Seljord;2009;Oppvarming;1126,114544
Seljord;2009;Sjøfart;0
Seljord;2009;Veitrafikk;11179,00741
Seljord;2011;Annen mobil forbrenning;1475,684703
Seljord;2011;Avfall og avløp;157,461289
Seljord;2011;Energiforsyning;0
Seljord;2011;Industri, olje og gass;0
Seljord;2011;Jordbruk;4868,5638
Seljord;2011;Luftfart;0
Seljord;2011;Oppvarming;902,6770079
Seljord;2011;Sjøfart;0
Seljord;2011;Veitrafikk;11113,36975
Seljord;2013;Annen mobil forbrenning;1246,137949
Seljord;2013;Avfall og avløp;164,9545559
Seljord;2013;Energiforsyning;0
Seljord;2013;Industri, olje og gass;0
Seljord;2013;Jordbruk;5110,976453
Seljord;2013;Luftfart;0
Seljord;2013;Oppvarming;642,6382268
Seljord;2013;Sjøfart;0
Seljord;2013;Veitrafikk;11191,45238
Seljord;2015;Annen mobil forbrenning;1358,511327
Seljord;2015;Avfall og avløp;166,6153726
Seljord;2015;Energiforsyning;0
Seljord;2015;Industri, olje og gass;0
Seljord;2015;Jordbruk;6000,809182
Seljord;2015;Luftfart;0
Seljord;2015;Oppvarming;583,7654217
Seljord;2015;Sjøfart;0
Seljord;2015;Veitrafikk;11289,023
Seljord;2016;Annen mobil forbrenning;492,272861
Seljord;2016;Avfall og avløp;147,5843527
Seljord;2016;Energiforsyning;0
Seljord;2016;Industri, olje og gass;0
Seljord;2016;Jordbruk;6164,894671
Seljord;2016;Luftfart;0
Seljord;2016;Oppvarming;537,783012
Seljord;2016;Sjøfart;0
Seljord;2016;Veitrafikk;10862,04788
Seljord;2017;Annen mobil forbrenning;649,5350906
Seljord;2017;Avfall og avløp;147,9031483
Seljord;2017;Energiforsyning;0
Seljord;2017;Industri, olje og gass;0
Seljord;2017;Jordbruk;6148,200781
Seljord;2017;Luftfart;0
Seljord;2017;Oppvarming;552,5436191
Seljord;2017;Sjøfart;0
Seljord;2017;Veitrafikk;9942,93916
Seljord;2018;Annen mobil forbrenning;1088,095115
Seljord;2018;Avfall og avløp;146,4344161
Seljord;2018;Energiforsyning;0
Seljord;2018;Industri, olje og gass;0
Seljord;2018;Jordbruk;6123,626971
Seljord;2018;Luftfart;0
Seljord;2018;Oppvarming;616,1951618
Seljord;2018;Sjøfart;0
Seljord;2018;Veitrafikk;10401,32119
Seljord;2019;Annen mobil forbrenning;663,7444211
Seljord;2019;Avfall og avløp;141,5747559
Seljord;2019;Energiforsyning;0
Seljord;2019;Industri, olje og gass;0
Seljord;2019;Jordbruk;5606,638355
Seljord;2019;Luftfart;0
Seljord;2019;Oppvarming;376,9763298
Seljord;2019;Sjøfart;0
Seljord;2019;Veitrafikk;10030,28921
Siljan;2009;Annen mobil forbrenning;677,0250503
Siljan;2009;Avfall og avløp;112,7338044
Siljan;2009;Energiforsyning;0
Siljan;2009;Industri, olje og gass;0
Siljan;2009;Jordbruk;3738,214576
Siljan;2009;Luftfart;0
Siljan;2009;Oppvarming;552,1043756
Siljan;2009;Sjøfart;0
Siljan;2009;Veitrafikk;3891,728332
Siljan;2011;Annen mobil forbrenning;711,3280348
Siljan;2011;Avfall og avløp;113,0321059
Siljan;2011;Energiforsyning;0
Siljan;2011;Industri, olje og gass;0
Siljan;2011;Jordbruk;3905,958698
Siljan;2011;Luftfart;0
Siljan;2011;Oppvarming;490,4175346
Siljan;2011;Sjøfart;0
Siljan;2011;Veitrafikk;3811,587993
Siljan;2013;Annen mobil forbrenning;1105,828501
Siljan;2013;Avfall og avløp;145,0971066
Siljan;2013;Energiforsyning;0
Siljan;2013;Industri, olje og gass;0
Siljan;2013;Jordbruk;4028,615489
Siljan;2013;Luftfart;0
Siljan;2013;Oppvarming;328,4991492
Siljan;2013;Sjøfart;0
Siljan;2013;Veitrafikk;3754,34068
Siljan;2015;Annen mobil forbrenning;1060,746982
Siljan;2015;Avfall og avløp;115,8806321
Siljan;2015;Energiforsyning;0
Siljan;2015;Industri, olje og gass;0
Siljan;2015;Jordbruk;3731,091743
Siljan;2015;Luftfart;0
Siljan;2015;Oppvarming;247,5286957
Siljan;2015;Sjøfart;0
Siljan;2015;Veitrafikk;3746,193914
Siljan;2016;Annen mobil forbrenning;928,6006729
Siljan;2016;Avfall og avløp;105,734332
Siljan;2016;Energiforsyning;0
Siljan;2016;Industri, olje og gass;0
Siljan;2016;Jordbruk;3463,583323
Siljan;2016;Luftfart;0
Siljan;2016;Oppvarming;229,9004841
Siljan;2016;Sjøfart;0
Siljan;2016;Veitrafikk;3512,837518
