Kommune;År;Sektor;Utslipp
Siljan;2017;Annen mobil forbrenning;1047,081673
Siljan;2017;Avfall og avløp;94,79132617
Siljan;2017;Energiforsyning;0
Siljan;2017;Industri, olje og gass;0
Siljan;2017;Jordbruk;3511,033351
Siljan;2017;Luftfart;0
Siljan;2017;Oppvarming;251,388403
Siljan;2017;Sjøfart;0
Siljan;2017;Veitrafikk;3242,852371
Siljan;2018;Annen mobil forbrenning;616,8585941
Siljan;2018;Avfall og avløp;93,94112888
Siljan;2018;Energiforsyning;0
Siljan;2018;Industri, olje og gass;0
Siljan;2018;Jordbruk;3366,848007
Siljan;2018;Luftfart;0
Siljan;2018;Oppvarming;235,1196363
Siljan;2018;Sjøfart;0
Siljan;2018;Veitrafikk;3349,901364
Siljan;2019;Annen mobil forbrenning;591,9605009
Siljan;2019;Avfall og avløp;93,77401881
Siljan;2019;Energiforsyning;0
Siljan;2019;Industri, olje og gass;0
Siljan;2019;Jordbruk;3212,554957
Siljan;2019;Luftfart;0
Siljan;2019;Oppvarming;146,8384903
Siljan;2019;Sjøfart;0
Siljan;2019;Veitrafikk;3196,436721
Skien;2009;Annen mobil forbrenning;12444,78826
Skien;2009;Avfall og avløp;34660,29645
Skien;2009;Energiforsyning;0
Skien;2009;Industri, olje og gass;12,7539728
Skien;2009;Jordbruk;15236,02908
Skien;2009;Luftfart;420,6191334
Skien;2009;Oppvarming;18153,7999
Skien;2009;Sjøfart;531,6830853
Skien;2009;Veitrafikk;53763,13129
Skien;2011;Annen mobil forbrenning;18371,38326
Skien;2011;Avfall og avløp;32253,49592
Skien;2011;Energiforsyning;0
Skien;2011;Industri, olje og gass;0
Skien;2011;Jordbruk;15132,20103
Skien;2011;Luftfart;479,2858713
Skien;2011;Oppvarming;16244,73392
Skien;2011;Sjøfart;531,6830853
Skien;2011;Veitrafikk;52274,56547
Skien;2013;Annen mobil forbrenning;18948,24708
Skien;2013;Avfall og avløp;30325,51421
Skien;2013;Energiforsyning;0
Skien;2013;Industri, olje og gass;0
Skien;2013;Jordbruk;14688,21692
Skien;2013;Luftfart;286,3351675
Skien;2013;Oppvarming;15461,95128
Skien;2013;Sjøfart;531,6830853
Skien;2013;Veitrafikk;51056,28393
Skien;2015;Annen mobil forbrenning;15982,34532
Skien;2015;Avfall og avløp;28577,85536
Skien;2015;Energiforsyning;0
Skien;2015;Industri, olje og gass;280,1767155
Skien;2015;Jordbruk;15260,97044
Skien;2015;Luftfart;101,2121789
Skien;2015;Oppvarming;11751,74548
Skien;2015;Sjøfart;531,6830853
Skien;2015;Veitrafikk;50316,52241
Skien;2016;Annen mobil forbrenning;11012,97177
Skien;2016;Avfall og avløp;27191,72692
Skien;2016;Energiforsyning;396,8233997
Skien;2016;Industri, olje og gass;0
Skien;2016;Jordbruk;15977,73243
Skien;2016;Luftfart;0,349419379
Skien;2016;Oppvarming;12383,35135
Skien;2016;Sjøfart;407,9910937
Skien;2016;Veitrafikk;47271,59042
Skien;2017;Annen mobil forbrenning;10175,92671
Skien;2017;Avfall og avløp;24922,42674
Skien;2017;Energiforsyning;550,2647691
Skien;2017;Industri, olje og gass;0
Skien;2017;Jordbruk;16583,5058
Skien;2017;Luftfart;0,353167463
Skien;2017;Oppvarming;12886,43011
Skien;2017;Sjøfart;388,2758919
Skien;2017;Veitrafikk;43731,30449
Skien;2018;Annen mobil forbrenning;14154,0317
Skien;2018;Avfall og avløp;21491,06592
Skien;2018;Energiforsyning;527,106025
Skien;2018;Industri, olje og gass;0
Skien;2018;Jordbruk;17606,70139
Skien;2018;Luftfart;2,026793488
Skien;2018;Oppvarming;9801,975624
Skien;2018;Sjøfart;818,8469557
Skien;2018;Veitrafikk;44551,30198
Skien;2019;Annen mobil forbrenning;22067,36385
Skien;2019;Avfall og avløp;19993,19739
Skien;2019;Energiforsyning;355,4890529
Skien;2019;Industri, olje og gass;0
Skien;2019;Jordbruk;16755,96055
Skien;2019;Luftfart;1,065346674
Skien;2019;Oppvarming;9210,167374
Skien;2019;Sjøfart;705,8426184
Skien;2019;Veitrafikk;42638,86193
Tinn;2009;Annen mobil forbrenning;4990,75679
Tinn;2009;Avfall og avløp;4284,075488
Tinn;2009;Energiforsyning;0
Tinn;2009;Industri, olje og gass;0
Tinn;2009;Jordbruk;4913,578153
Tinn;2009;Luftfart;0
Tinn;2009;Oppvarming;1628,454674
Tinn;2009;Sjøfart;0
Tinn;2009;Veitrafikk;6446,043543
Tinn;2011;Annen mobil forbrenning;5475,230489
Tinn;2011;Avfall og avløp;3829,354532
Tinn;2011;Energiforsyning;0
Tinn;2011;Industri, olje og gass;0
Tinn;2011;Jordbruk;4918,376716
Tinn;2011;Luftfart;0
Tinn;2011;Oppvarming;1497,55628
Tinn;2011;Sjøfart;0
Tinn;2011;Veitrafikk;6285,298166
Tinn;2013;Annen mobil forbrenning;2970,78185
Tinn;2013;Avfall og avløp;3379,745943
Tinn;2013;Energiforsyning;0
Tinn;2013;Industri, olje og gass;0
Tinn;2013;Jordbruk;4771,279943
Tinn;2013;Luftfart;0
Tinn;2013;Oppvarming;1340,267196
Tinn;2013;Sjøfart;0
Tinn;2013;Veitrafikk;6193,406854
Tinn;2015;Annen mobil forbrenning;2127,646259
Tinn;2015;Avfall og avløp;3002,630892
Tinn;2015;Energiforsyning;0
Tinn;2015;Industri, olje og gass;0
Tinn;2015;Jordbruk;5296,569711
Tinn;2015;Luftfart;0
Tinn;2015;Oppvarming;1165,000083
Tinn;2015;Sjøfart;0
Tinn;2015;Veitrafikk;6171,352754
Tinn;2016;Annen mobil forbrenning;2222,823876
Tinn;2016;Avfall og avløp;2835,705901
Tinn;2016;Energiforsyning;0
Tinn;2016;Industri, olje og gass;0
Tinn;2016;Jordbruk;5384,787056
Tinn;2016;Luftfart;0
Tinn;2016;Oppvarming;1097,646296
Tinn;2016;Sjøfart;0
Tinn;2016;Veitrafikk;5835,519559
Tinn;2017;Annen mobil forbrenning;3383,023875
Tinn;2017;Avfall og avløp;2675,93313
Tinn;2017;Energiforsyning;0
Tinn;2017;Industri, olje og gass;0
Tinn;2017;Jordbruk;5536,582939
Tinn;2017;Luftfart;0
Tinn;2017;Oppvarming;1100,665037
Tinn;2017;Sjøfart;0
Tinn;2017;Veitrafikk;5376,917825
Tinn;2018;Annen mobil forbrenning;3132,258664
Tinn;2018;Avfall og avløp;2530,714581
Tinn;2018;Energiforsyning;0
Tinn;2018;Industri, olje og gass;0
Tinn;2018;Jordbruk;5545,676352
Tinn;2018;Luftfart;0
Tinn;2018;Oppvarming;1296,442033
Tinn;2018;Sjøfart;0
Tinn;2018;Veitrafikk;5590,187194
Tinn;2019;Annen mobil forbrenning;3057,636557
Tinn;2019;Avfall og avløp;2398,424319
Tinn;2019;Energiforsyning;0
Tinn;2019;Industri, olje og gass;0
Tinn;2019;Jordbruk;5279,894031
Tinn;2019;Luftfart;0
Tinn;2019;Oppvarming;792,2713096
Tinn;2019;Sjøfart;0
Tinn;2019;Veitrafikk;5318,135937
Tokke;2009;Annen mobil forbrenning;1276,809764
Tokke;2009;Avfall og avløp;342,6178101
Tokke;2009;Energiforsyning;0
Tokke;2009;Industri, olje og gass;0
Tokke;2009;Jordbruk;4708,177932
Tokke;2009;Luftfart;0
Tokke;2009;Oppvarming;806,5260086
Tokke;2009;Sjøfart;0
Tokke;2009;Veitrafikk;11458,98521
Tokke;2011;Annen mobil forbrenning;1341,387706
Tokke;2011;Avfall og avløp;316,3058733
Tokke;2011;Energiforsyning;0
Tokke;2011;Industri, olje og gass;0
Tokke;2011;Jordbruk;4248,069875
Tokke;2011;Luftfart;0
Tokke;2011;Oppvarming;667,4524943
Tokke;2011;Sjøfart;0
Tokke;2011;Veitrafikk;11600,37606
Tokke;2013;Annen mobil forbrenning;1008,329521
Tokke;2013;Avfall og avløp;299,6025963
Tokke;2013;Energiforsyning;0
Tokke;2013;Industri, olje og gass;0
Tokke;2013;Jordbruk;4317,666785
Tokke;2013;Luftfart;0
Tokke;2013;Oppvarming;545,9434895
Tokke;2013;Sjøfart;0
Tokke;2013;Veitrafikk;11673,26768
Tokke;2015;Annen mobil forbrenning;1269,948868
Tokke;2015;Avfall og avløp;281,089791
Tokke;2015;Energiforsyning;0
Tokke;2015;Industri, olje og gass;0
Tokke;2015;Jordbruk;4190,45145
Tokke;2015;Luftfart;0
Tokke;2015;Oppvarming;520,6997009
Tokke;2015;Sjøfart;0
Tokke;2015;Veitrafikk;11571,18651
Tokke;2016;Annen mobil forbrenning;1289,905127
Tokke;2016;Avfall og avløp;260,2714669
Tokke;2016;Energiforsyning;0
Tokke;2016;Industri, olje og gass;0
Tokke;2016;Jordbruk;4550,508098
Tokke;2016;Luftfart;0
Tokke;2016;Oppvarming;483,0477842
Tokke;2016;Sjøfart;0
Tokke;2016;Veitrafikk;11032,37334
Tokke;2017;Annen mobil forbrenning;944,1976613
Tokke;2017;Avfall og avløp;252,2463471
Tokke;2017;Energiforsyning;0
Tokke;2017;Industri, olje og gass;0
Tokke;2017;Jordbruk;4468,719303
Tokke;2017;Luftfart;0
Tokke;2017;Oppvarming;483,5788751
Tokke;2017;Sjøfart;0
Tokke;2017;Veitrafikk;10106,35118
Tokke;2018;Annen mobil forbrenning;1267,338387
Tokke;2018;Avfall og avløp;243,2200437
Tokke;2018;Energiforsyning;0
Tokke;2018;Industri, olje og gass;0
Tokke;2018;Jordbruk;4301,512328
Tokke;2018;Luftfart;0
Tokke;2018;Oppvarming;561,8658279
Tokke;2018;Sjøfart;0
Tokke;2018;Veitrafikk;10598,45941
Tokke;2019;Annen mobil forbrenning;981,5151869
Tokke;2019;Avfall og avløp;232,9412674
Tokke;2019;Energiforsyning;0
Tokke;2019;Industri, olje og gass;0
Tokke;2019;Jordbruk;4190,877706
Tokke;2019;Luftfart;0
Tokke;2019;Oppvarming;341,2541188
Tokke;2019;Sjøfart;0
Tokke;2019;Veitrafikk;10120,40236
Tønsberg;2009;Annen mobil forbrenning;18846,12159
Tønsberg;2009;Avfall og avløp;42134,65808
Tønsberg;2009;Energiforsyning;0
Tønsberg;2009;Industri, olje og gass;356768,8211
Tønsberg;2009;Jordbruk;33257,25102
Tønsberg;2009;Luftfart;0,10428531
Tønsberg;2009;Oppvarming;25424,07872
Tønsberg;2009;Sjøfart;24983,56351
Tønsberg;2009;Veitrafikk;85939,10322
Tønsberg;2011;Annen mobil forbrenning;22591,67042
Tønsberg;2011;Avfall og avløp;43333,22642
Tønsberg;2011;Energiforsyning;0
Tønsberg;2011;Industri, olje og gass;344389,5316
Tønsberg;2011;Jordbruk;32264,35389
Tønsberg;2011;Luftfart;0,010553779
Tønsberg;2011;Oppvarming;22566,36727
Tønsberg;2011;Sjøfart;24983,56351
Tønsberg;2011;Veitrafikk;83513,09521
Tønsberg;2013;Annen mobil forbrenning;18819,10172
Tønsberg;2013;Avfall og avløp;42378,64627
Tønsberg;2013;Energiforsyning;882,4667423
Tønsberg;2013;Industri, olje og gass;344036,505
Tønsberg;2013;Jordbruk;34386,78633
Tønsberg;2013;Luftfart;0,235471037
Tønsberg;2013;Oppvarming;18206,20012
Tønsberg;2013;Sjøfart;24983,56351
Tønsberg;2013;Veitrafikk;81570,09008
Tønsberg;2015;Annen mobil forbrenning;12471,62467
Tønsberg;2015;Avfall og avløp;40156,78908
Tønsberg;2015;Energiforsyning;525,5075384
Tønsberg;2015;Industri, olje og gass;340140,4119
Tønsberg;2015;Jordbruk;35309,19279
Tønsberg;2015;Luftfart;0,522658691
Tønsberg;2015;Oppvarming;9268,307387
Tønsberg;2015;Sjøfart;24983,56351
Tønsberg;2015;Veitrafikk;79408,59231
Tønsberg;2016;Annen mobil forbrenning;12854,92104
Tønsberg;2016;Avfall og avløp;40329,90972
Tønsberg;2016;Energiforsyning;478,9052047
Tønsberg;2016;Industri, olje og gass;269404,3668
Tønsberg;2016;Jordbruk;35578,14162
Tønsberg;2016;Luftfart;0,544853653
Tønsberg;2016;Oppvarming;9201,83663
Tønsberg;2016;Sjøfart;25252,89964
Tønsberg;2016;Veitrafikk;75202,26066
Tønsberg;2017;Annen mobil forbrenning;23333,07092
Tønsberg;2017;Avfall og avløp;39296,16971
Tønsberg;2017;Energiforsyning;538,8119111
Tønsberg;2017;Industri, olje og gass;341940,7668
Tønsberg;2017;Jordbruk;35940,20129
Tønsberg;2017;Luftfart;0,57134707
Tønsberg;2017;Oppvarming;11070,63469
Tønsberg;2017;Sjøfart;38824,35828
Tønsberg;2017;Veitrafikk;69755,01162
Tønsberg;2018;Annen mobil forbrenning;17335,20513
Tønsberg;2018;Avfall og avløp;37740,13395
Tønsberg;2018;Energiforsyning;677,3671576
Tønsberg;2018;Industri, olje og gass;377271,9243
Tønsberg;2018;Jordbruk;34002,76889
Tønsberg;2018;Luftfart;0,35853432
Tønsberg;2018;Oppvarming;10103,19926
Tønsberg;2018;Sjøfart;35642,78124
Tønsberg;2018;Veitrafikk;70943,73348
Tønsberg;2019;Annen mobil forbrenning;22642,33794
Tønsberg;2019;Avfall og avløp;35237,55327
Tønsberg;2019;Energiforsyning;1058,533061
Tønsberg;2019;Industri, olje og gass;353522,289
Tønsberg;2019;Jordbruk;33751,28733
Tønsberg;2019;Luftfart;1,04668666
Tønsberg;2019;Oppvarming;6792,978197
Tønsberg;2019;Sjøfart;34451,34405
Tønsberg;2019;Veitrafikk;68059,28448
Vinje;2009;Annen mobil forbrenning;2892,84415
Vinje;2009;Avfall og avløp;832,8039683
Vinje;2009;Energiforsyning;0
Vinje;2009;Industri, olje og gass;0
Vinje;2009;Jordbruk;7211,385399
Vinje;2009;Luftfart;0
Vinje;2009;Oppvarming;1733,432304
Vinje;2009;Sjøfart;0
Vinje;2009;Veitrafikk;20839,20167
Vinje;2011;Annen mobil forbrenning;3444,005058
Vinje;2011;Avfall og avløp;769,1761733
Vinje;2011;Energiforsyning;0
Vinje;2011;Industri, olje og gass;0
Vinje;2011;Jordbruk;6492,583833
Vinje;2011;Luftfart;0
Vinje;2011;Oppvarming;1448,478787
Vinje;2011;Sjøfart;0
Vinje;2011;Veitrafikk;20511,21345
Vinje;2013;Annen mobil forbrenning;2934,858034
Vinje;2013;Avfall og avløp;675,0796129
Vinje;2013;Energiforsyning;0
Vinje;2013;Industri, olje og gass;0
Vinje;2013;Jordbruk;6143,208563
Vinje;2013;Luftfart;0
Vinje;2013;Oppvarming;1327,624883
Vinje;2013;Sjøfart;0
Vinje;2013;Veitrafikk;20412,96891
Vinje;2015;Annen mobil forbrenning;2627,864163
Vinje;2015;Avfall og avløp;646,7490144
Vinje;2015;Energiforsyning;0
Vinje;2015;Industri, olje og gass;0
Vinje;2015;Jordbruk;6123,377118
Vinje;2015;Luftfart;0
Vinje;2015;Oppvarming;1328,961921
Vinje;2015;Sjøfart;0
Vinje;2015;Veitrafikk;20395,93812
Vinje;2016;Annen mobil forbrenning;2289,582329
Vinje;2016;Avfall og avløp;611,4882202
Vinje;2016;Energiforsyning;0
Vinje;2016;Industri, olje og gass;0
Vinje;2016;Jordbruk;6253,18958
Vinje;2016;Luftfart;0
Vinje;2016;Oppvarming;1310,133945
Vinje;2016;Sjøfart;0
Vinje;2016;Veitrafikk;19446,39987
Vinje;2017;Annen mobil forbrenning;2207,705056
Vinje;2017;Avfall og avløp;590,6046677
Vinje;2017;Energiforsyning;0
Vinje;2017;Industri, olje og gass;0
Vinje;2017;Jordbruk;6203,084157
Vinje;2017;Luftfart;0
Vinje;2017;Oppvarming;1236,740411
Vinje;2017;Sjøfart;0
Vinje;2017;Veitrafikk;17840,61522
Vinje;2018;Annen mobil forbrenning;2057,788423
Vinje;2018;Avfall og avløp;568,0076424
Vinje;2018;Energiforsyning;0
Vinje;2018;Industri, olje og gass;0
Vinje;2018;Jordbruk;6443,412612
Vinje;2018;Luftfart;0
Vinje;2018;Oppvarming;1589,477743
Vinje;2018;Sjøfart;0
Vinje;2018;Veitrafikk;18716,99614
Vinje;2019;Annen mobil forbrenning;2327,035168
Vinje;2019;Avfall og avløp;543,5806226
Vinje;2019;Energiforsyning;0
Vinje;2019;Industri, olje og gass;0
Vinje;2019;Jordbruk;6602,93892
Vinje;2019;Luftfart;0
Vinje;2019;Oppvarming;961,1002642
Vinje;2019;Sjøfart;0
Vinje;2019;Veitrafikk;18519,72765
